Sinit,beta,alpha
0.48327,1.548808,0.24949747
0.58341205,0.54769444,0.10651051
0.6739367,0.6956888,0.1562834
0.6822285,0.8802551,0.20017837
0.28840694,2.897064,0.27851114
0.55540544,1.0445901,0.19339034
0.52385986,0.85841376,0.14989617
0.26737645,0.98685706,0.08795411
0.4625237,1.4525231,0.22394212
0.25432566,2.8771827,0.24391378
0.27278483,2.7314413,0.24836525
0.21348397,2.8331416,0.20161012
0.6353417,0.53100115,0.11245573
0.39466563,1.7000629,0.22365214
0.21620926,2.5598197,0.18448557
0.3651117,1.3707236,0.16682242
0.4414204,1.8430918,0.2711928
0.824526,0.6137494,0.16868411
0.7652836,1.1719595,0.29896045
0.4230249,0.4941966,0.069685824
0.25626644,2.693754,0.23010625
0.7495901,0.94006073,0.23488674
0.70187926,1.2378187,0.28959975
0.51588833,0.8310026,0.14290151
0.4215974,1.8548858,0.26067168
0.19799602,1.5459186,0.10202857
0.5150386,1.237569,0.21246529
0.30101416,2.3270233,0.23348898
0.7756855,1.1243899,0.2907243
0.4010554,2.1294534,0.28467628
0.25095895,0.9673354,0.08092049
0.46741593,1.3071123,0.20365503
0.8900412,0.5489463,0.16286162
0.6790815,0.8673585,0.1963357
0.8780721,0.48674223,0.14246492
0.23797984,0.8770928,0.06957681
0.3180367,2.4456108,0.25926468
0.7870682,0.872182,0.22882223
0.16518584,1.8065758,0.09947358
0.41478464,0.86253524,0.11925546
0.36870083,0.41398466,0.05087883
0.39626187,1.6463788,0.21746571
0.5554059,0.40567887,0.07510548
0.37014502,2.2921894,0.28281417
0.8825635,0.40157768,0.11813926
0.50519145,1.0566987,0.17794505
0.598423,0.9833186,0.19614683
0.1758017,2.630789,0.15416573
0.81897444,0.75696087,0.20664386
0.32985163,0.75209504,0.08269326
0.363873,2.1275928,0.25805786
0.3301658,1.150234,0.12658931
0.4875435,1.6361978,0.26590586
0.28875312,0.8092795,0.077893995
0.6670736,0.7896141,0.1755769
0.18424447,2.1526968,0.1322075
0.5236635,1.3710566,0.23932411
0.8965506,0.8370783,0.25016102
0.3265716,1.6642001,0.18116017
0.8085676,1.0857534,0.29263502
0.39319408,1.9867935,0.26039848
0.27764127,1.8367318,0.16998419
0.39095786,1.4863706,0.19370274
0.37225202,1.0957711,0.13596767
0.6693903,1.1211045,0.25015217
0.42830086,0.5427666,0.07748913
0.28767076,1.2658178,0.121379584
0.5316244,1.2215831,0.21647446
0.5885091,1.0495677,0.20589338
0.67683035,1.0327444,0.23299758
0.74343485,0.5205104,0.1289885
0.22080143,1.335119,0.098265395
0.7492283,0.4246355,0.10604964
0.2069145,1.6285187,0.11232138
0.21055208,2.0398626,0.14316577
0.80205286,1.0423846,0.2786825
0.23748587,1.9519162,0.15451752
0.70162565,0.5088042,0.118996695
0.8639955,0.8183057,0.2356708
0.583726,1.4789224,0.2877618
0.25217572,2.837,0.23847418
0.5596804,1.5246356,0.28443623
0.1940333,2.5302684,0.1636521
0.2926095,2.81534,0.27459842
0.38680026,1.2971121,0.1672411
0.27803516,2.541937,0.23558262
0.24595849,1.9332582,0.15850042
0.22616087,2.2449725,0.16924164
0.14061548,1.5272979,0.07158724
0.13703454,1.5212519,0.06948802
0.20805821,0.9728114,0.06746713
0.7383309,0.9699672,0.23871893
0.3189198,1.9547901,0.20780711
0.29100507,2.60814,0.25299397
0.63733083,0.577106,0.122602485
0.30575737,2.3828526,0.24285823
0.57464594,0.6620019,0.12680556
0.49320105,1.4758208,0.24262545
0.6802546,1.1348059,0.25731897
0.6413754,1.0914699,0.23334733
0.36961088,1.0410396,0.12825985
0.55658054,1.2036597,0.2233112
0.7952014,0.848222,0.22483577
0.5833297,1.0007524,0.19458954
0.27724636,1.4796652,0.13674393
0.20670071,2.6912503,0.18542778
0.1443503,1.9439715,0.09353762
0.22322385,2.8900743,0.2150445
0.23786253,0.6660991,0.05281334
0.30047587,0.50309694,0.050389495
0.2580428,2.3125765,0.19891459
0.19749926,2.9339294,0.19314963
0.3555382,1.5596541,0.18483886
0.2875425,2.8332894,0.2715637
0.42436114,1.3479959,0.19067903
0.758766,1.1341614,0.28685436
0.63929915,1.1937145,0.25438023
0.31150728,1.8862913,0.1958645
0.27254465,1.9558039,0.1776813
0.30779424,0.64548934,0.06622597
0.17549297,1.7213992,0.10069782
0.23827021,2.7793674,0.22074683
0.24892987,2.0519066,0.17026027
0.87105733,1.0189669,0.29585955
0.8615942,1.0131813,0.29098374
0.81830126,0.72071683,0.19658783
0.45209682,1.0802168,0.16278753
0.7238136,1.0232542,0.24688174
0.6002015,0.96938205,0.19394152
0.47232744,0.67586046,0.10640915
0.37760603,2.3188539,0.29187107
0.3540768,1.4929707,0.17620878
0.5776982,1.3400841,0.2580547
0.19701493,2.5978231,0.17060332
0.40216216,2.194573,0.2941914
0.4310628,0.58010256,0.083353534
0.7599616,0.51583815,0.1306724
0.24989974,2.3378508,0.19474277
0.36458203,1.8820294,0.22871804
0.52902305,0.7686467,0.13554394
0.16590254,2.6903613,0.14877926
0.62504715,1.1417775,0.23788826
0.8691748,0.8448515,0.24477455
0.30725977,1.5016953,0.15380351
0.57655394,0.65220565,0.12534392
0.76989883,0.92535037,0.2374754
0.7689506,0.9847379,0.25240493
0.28634053,1.2299712,0.11739687
0.75690854,1.1289352,0.28483355
0.39184985,0.9035501,0.11801865
0.6055746,1.454583,0.2936195
0.7329778,1.0482707,0.25611973
0.16808778,0.91305137,0.05115759
0.8521158,0.3723263,0.105755046
0.25511202,2.2886798,0.19462326
0.6226806,1.4345642,0.29775846
0.39474455,2.2310853,0.29356956
0.455064,1.016243,0.15415187
0.43915161,1.5281717,0.22369969
0.80487394,0.43553698,0.116850786
0.36508647,2.0186887,0.2456653
0.45290318,0.9060161,0.1367792
0.15208037,2.7517276,0.13949458
0.79973924,0.8470526,0.22580706
0.25442588,0.9299681,0.07886932
0.6770227,0.56570834,0.1276658
0.38911918,2.233478,0.2896964
0.5225891,1.4323114,0.24950345
0.3308999,2.3840458,0.26296017
0.6254107,1.248857,0.26034948
0.60000134,1.1681923,0.23363897
0.27675465,1.5211387,0.1403274
0.28305945,1.8690823,0.1763538
0.17529419,2.8571312,0.16694616
0.44625282,1.6437329,0.24450682
0.30519387,2.0493076,0.2084787
0.5406384,1.1940178,0.21517728
0.6963141,1.0288706,0.2388057
0.879916,0.8694981,0.25502843
0.3708621,2.2626472,0.27971002
0.12426031,2.3091905,0.0956469
0.1923142,2.1980972,0.14090843
0.8530615,0.649293,0.18462895
0.50552344,1.5487052,0.26096892
0.41361606,1.8638963,0.25697914
0.7662622,0.5464866,0.139584
0.849666,0.43099263,0.1220666
0.7707366,1.0434942,0.2680864
0.6764002,0.36370867,0.082004204
0.7601596,0.8711635,0.2207411
0.7584689,1.0165251,0.2570009
0.13056222,1.5061051,0.06554681
0.27381188,2.2521515,0.20555528
0.40649006,1.5384045,0.2084487
0.6514803,1.1229607,0.24386226
0.74479526,1.0540518,0.26168424
0.15797505,1.3053628,0.06873825
0.175406,2.4640615,0.14407039
0.7807643,0.925466,0.24085692
0.70804894,0.97430104,0.22995095
0.7518619,1.0588473,0.26536897
0.5174603,1.4212959,0.24515474
0.36948255,2.263882,0.27882165
0.33307502,1.2197137,0.13541871
0.3766423,1.4787196,0.18564944
0.4460048,1.8589109,0.27636108
0.39511475,2.224193,0.29293716
0.64549106,0.79518664,0.17109528
0.25020322,1.820209,0.1518074
0.47966433,1.83359,0.29316926
0.6108186,0.6774355,0.13793008
0.3312586,0.9211486,0.10171279
0.48061752,1.386663,0.22215152
0.5660516,1.5230134,0.28736803
0.3578938,0.9667523,0.11533155
0.26412353,1.7457625,0.15369898
0.79477054,0.74709314,0.19792254
0.2285347,1.8303877,0.1394357
0.71314424,1.1422735,0.27153528
0.40820426,0.83800215,0.114025354
0.38005102,1.4474432,0.18336742
0.36575407,1.3434681,0.16379297
0.6623746,0.9432927,0.20827104
0.49455965,1.2741834,0.21005324
0.14147718,2.901575,0.13683555
0.34438634,1.9164572,0.22000057
0.23285733,1.3732018,0.1065867
0.23034362,1.6289304,0.12507124
0.22505702,1.6592,0.12447154
0.3815465,1.7493274,0.22248325
0.34494832,1.7942367,0.20630631
0.63290226,0.4035235,0.08513031
0.26338038,1.6910247,0.1484609
0.88512546,0.35764027,0.10551883
0.43672734,1.5164299,0.22075546
0.42330208,1.9464204,0.27464128
0.33849275,1.9206398,0.21670756
0.14534898,1.8849088,0.09132319
0.71098673,1.1474746,0.2719464
0.5718186,1.4124895,0.26922926
0.23858005,2.0013273,0.15915892
0.36815426,2.4383106,0.29922482
0.30800638,0.9535218,0.09789693
0.5792139,1.5493405,0.2991332
0.72223693,0.46390262,0.11168254
0.57314205,1.1458942,0.21892007
0.30200657,2.5458171,0.2562845
0.51151806,1.6543211,0.28207168
0.72271425,1.2327236,0.29696897
0.5390265,0.9942072,0.17863469
0.8203748,0.8414499,0.23010142
0.4932965,1.7522545,0.288127
0.45571968,1.634393,0.24827501
0.48237574,1.7399285,0.27976644
0.8980202,0.5224681,0.15639564
0.5253462,1.6623292,0.29109943
0.72099906,0.90129495,0.21661094
0.49038413,0.86276746,0.14102915
0.7639216,0.34204763,0.08709919
0.26738316,2.016304,0.17970859
0.72616017,0.885949,0.21444696
0.5795719,1.234484,0.23849073
0.6498125,1.1767685,0.25489298
0.31276596,1.8475182,0.1926136
0.4684419,0.6020157,0.09400312
0.6573422,0.8150563,0.17859031
0.4207519,1.3162014,0.18459809
0.6748241,1.0375639,0.23339103
0.8873179,0.7029085,0.2079011
0.42210662,0.957556,0.13473023
0.6667682,1.0205355,0.22682019
0.8281666,0.82393396,0.22745152
0.38740087,1.0624716,0.1372008
0.31166232,1.0742586,0.11160198
0.73193806,1.0973402,0.26772836
0.57455313,1.247418,0.23890264
0.26891634,2.8642774,0.25675032
0.42526078,1.8680863,0.26480794
0.6774746,1.2264498,0.27696288
0.52922034,1.6707174,0.29472587
0.4803601,1.5970366,0.25571755
0.7857878,0.6195494,0.16227812
0.30633137,1.1543015,0.11786624
0.30933353,2.7171404,0.28016755
0.33087102,2.58941,0.28558692
0.7770191,0.9712378,0.25155675
0.6297018,1.3112149,0.2752248
0.53212273,0.46346316,0.08220643
0.59958005,0.5637216,0.11266541
0.3939975,1.7540396,0.2303624
0.16170378,2.742391,0.14781834
0.37328702,1.6643684,0.20709571
0.83032244,0.9813067,0.2716003
0.58355844,1.1666825,0.22694246
0.3784991,2.356305,0.29728642
0.53728276,1.3931049,0.24949707
0.3080975,1.7346984,0.1781521
0.555772,1.3710864,0.2540038
0.45477754,1.0943928,0.16590175
0.7752985,0.593942,0.15349412
0.25942275,2.1671836,0.18740559
0.6062361,1.4233835,0.28763548
0.3141652,0.8922732,0.0934404
0.61116946,1.1082115,0.22576834
0.16780825,1.71048,0.095677555
0.20634189,1.9520191,0.1342611
0.5756229,0.52009,0.0997919
0.7805007,0.48827782,0.12703374
0.46092436,1.8741345,0.28794476
0.3154646,1.9536073,0.20543131
0.23751117,1.5867399,0.12562282
0.84797084,0.9427091,0.26646328
0.474817,1.583003,0.2505456
0.60068375,1.1128186,0.22281736
0.37154657,0.87074727,0.10784105
0.30245268,2.795745,0.28186017
0.6286196,0.94008017,0.19698428
0.5825854,0.35330397,0.068609916
0.3109801,2.4891522,0.25802562
0.46363798,1.7033526,0.26324633
0.269975,1.2072856,0.108645655
0.35702714,0.9161012,0.10902433
0.7832569,0.3622019,0.09456571
0.46595952,1.5279766,0.23732507
0.27179298,2.4901307,0.22560002
0.55185366,1.4072591,0.25886703
0.4939968,1.5681579,0.25822166
0.2580522,2.5629091,0.22045478
0.59821147,0.96583337,0.19259086
0.37885475,1.3605342,0.17181495
0.37971783,1.7802538,0.22533135
0.5722235,1.2725632,0.24273019
0.21317656,1.383643,0.09832009
0.39550528,1.1378056,0.1500027
0.29723,2.754573,0.27291393
0.83629364,0.8262161,0.23031975
0.40081963,2.0177526,0.26958495
0.32309374,2.257878,0.24316876
0.37534848,2.0836766,0.26070163
0.29838008,2.717183,0.2702511
0.4874722,1.785159,0.2900718
0.581831,1.2973961,0.25162175
0.35136557,1.8226571,0.21347298
0.76816946,0.87931657,0.22515471
0.3596147,2.1629794,0.25927973
0.5476733,0.6192582,0.113050394
0.6202317,1.4196631,0.29350668
0.8092225,0.9299671,0.2508501
0.3811715,1.9471159,0.24739504
0.36305848,1.2928785,0.1564635
0.16831854,2.3379917,0.13117579
0.12515078,2.4037457,0.10027688
0.8365314,1.0205934,0.28458616
0.847057,1.0121291,0.285777
0.72192764,0.85576993,0.20593467
0.28231457,2.6564295,0.24998292
0.25131863,1.4792763,0.123923235
0.85503745,0.572786,0.16325115
0.3769054,1.0265816,0.12897474
0.22574063,1.810896,0.13626426
0.5851791,1.2125232,0.2365144
0.17300189,2.4703956,0.14246103
0.4908818,0.75117517,0.12291274
0.64987224,0.9250213,0.20038188
0.58398294,0.95854145,0.18659063
0.17522468,2.9899328,0.17463668
0.31901932,2.6494126,0.28173792
0.48038298,1.7462301,0.27961975
0.7932844,0.81916714,0.21661083
0.88810503,0.83929884,0.24846184
0.6730171,0.68782735,0.15430652
0.62970406,1.2382292,0.25990596
0.29621655,2.1312268,0.21043488
0.40172923,1.0060436,0.13471903
0.33733448,2.208872,0.24837624
0.7514242,1.0471431,0.26228288
0.3746347,1.5935698,0.19900218
0.5966018,0.93643427,0.18622613
0.13871554,1.737296,0.080329984
0.42866006,1.4187021,0.20271364
0.24500866,2.20379,0.17998254
0.36468312,1.6732427,0.20340112
0.29776776,2.9224024,0.29006574
0.24523866,2.0965037,0.17138126
0.34459803,1.4067374,0.16158633
0.23482434,2.095907,0.16405666
0.1098027,2.7265859,0.0997955
0.3198845,0.728711,0.077701114
0.5257468,0.44798175,0.07850833
0.61829555,1.3778007,0.2839627
0.33462852,1.8871304,0.21049589
0.3553876,1.850825,0.21925342
0.51035875,1.0156538,0.1727826
0.11041852,2.1324775,0.078488335
0.44205484,0.6923748,0.10202255
0.46380067,0.7384974,0.11417186
0.4490809,1.4924597,0.22341172
0.5229406,1.2819747,0.22346553
0.7670193,0.5817314,0.14873306
0.30557802,2.7762249,0.28278443
0.1519452,2.6649837,0.13497716
0.15437576,2.145061,0.110381804
0.25915354,2.8604612,0.24709955
0.2696252,2.9112215,0.2616462
0.72441757,1.0693847,0.25822702
0.5925148,1.1190643,0.22102074
0.29388866,1.2677094,0.12418847
0.830545,0.94459724,0.26151016
0.85726154,0.66075724,0.18881392
0.5803751,0.959395,0.18560298
0.3505854,2.310759,0.27003947
0.22567226,2.8572474,0.21493381
0.6064088,1.0010326,0.20234498
0.35965872,1.4577559,0.17476489
0.1933787,1.4408284,0.092875175
0.33814582,2.5174973,0.2837604
0.8945464,0.7758919,0.2313571
0.19335754,2.8350184,0.18272406
0.32673982,0.6426256,0.069990456
0.13142787,2.65777,0.11643501
0.7914469,0.9891679,0.26095796
0.5393305,1.3203989,0.23737712
0.5057472,1.2742927,0.21482334
0.12155627,2.2602262,0.09158156
0.20133394,2.2111628,0.14839403
0.31133318,1.0195493,0.1058065
0.16912906,1.1621996,0.06552058
0.82132065,0.9667457,0.2646694
0.48741037,1.3021798,0.21156532
0.22268087,2.3297598,0.17293099
0.19125217,2.2822537,0.14549533
0.7349922,0.85500765,0.20947465
0.5822265,1.2594384,0.24442615
0.6342622,1.1327674,0.23949052
0.2678242,1.5743722,0.14055166
0.5864196,0.9603179,0.18771641
0.83159125,0.9168762,0.2541554
0.14364628,2.6918588,0.12889186
0.22386807,2.0346522,0.15183122
0.81561756,1.0261614,0.27898508
0.7304841,0.6073785,0.14789344
0.68088126,0.84562874,0.19192424
0.6280281,1.3555684,0.28377834
0.42858458,1.6062424,0.22947024
0.3251463,2.5487964,0.2762439
0.4242555,1.1864216,0.16778196
0.66137576,0.80203044,0.1768145
0.45850924,1.8086466,0.27642706
0.59232754,1.367514,0.2700054
0.3393036,1.0901098,0.12329273
0.803289,1.049468,0.2810087
0.20137088,2.8377514,0.19048016
0.28953087,2.3017378,0.2221414
0.597235,0.9086381,0.18089017
0.82778305,1.0163796,0.28044724
0.629852,1.1773512,0.24718568
0.56490505,0.31014165,0.058400195
0.8052333,1.0801542,0.28992537
0.4061212,2.0309408,0.27493602
0.3231675,2.3057456,0.24838069
0.49190503,1.3877015,0.22753912
0.6398633,1.0489706,0.22373259
0.39855248,1.151529,0.15298158
0.79799545,0.76166075,0.20260061
0.35234913,1.9307773,0.22676924
0.5327906,1.0533186,0.1870661
0.39034447,2.1453135,0.27913707
0.32730174,1.9778886,0.2157888
0.1316819,2.794557,0.1226642
0.47020414,1.7389171,0.27254868
0.3360202,2.008981,0.22501941
0.83526784,1.0577126,0.2944911
0.4426552,1.5812025,0.23330918
0.17977099,1.8809336,0.11271244
0.124368355,2.769734,0.11482242
0.41602856,1.6395615,0.22736813
0.49190792,1.1801018,0.19350047
0.8902132,0.7023825,0.2084234
0.10443712,1.9554197,0.068072796
0.764033,0.4033591,0.10272655
0.12347244,1.7738414,0.073006846
0.2742742,2.3270507,0.21275
0.69418824,0.3881631,0.08981941
0.57582766,0.9862723,0.18930762
0.66318125,1.2099692,0.2674763
0.17019762,2.8475442,0.16154842
0.3305738,1.8693504,0.2059861
0.19140814,2.4063728,0.15353312
0.31151325,2.8211443,0.2929413
0.48201758,1.857128,0.29838946
0.3299574,2.3538897,0.25889444
0.31717682,1.5746474,0.16648056
0.7095697,0.61316115,0.14502685
0.38778213,2.2448022,0.2901647
0.46123406,1.7901325,0.27522337
0.63658905,1.316858,0.27943248
0.65016836,1.1750729,0.25466508
0.3478861,1.0969515,0.12720472
0.5659752,1.5670576,0.29563856
0.7384592,1.1764938,0.28959757
0.29021826,2.999661,0.29018545
0.75783324,1.0808364,0.27303126
0.3147172,2.057748,0.21586956
0.69109803,1.150642,0.26506883
0.6652411,1.0188186,0.22592004
0.35087577,1.6770021,0.19613978
0.45835558,1.1104354,0.16965808
0.8560579,1.0054721,0.28691408
0.35340336,2.2884245,0.269579
0.5602152,0.9280227,0.17329746
0.5309432,1.6186042,0.28646228
0.7910434,0.30411077,0.080188274
0.3974419,2.2388878,0.29660925
0.24366964,2.3908613,0.19419344
0.26742706,1.0684161,0.09524112
0.28491125,2.7581866,0.2619461
0.73945856,0.7896968,0.19464935
0.34884307,1.7491078,0.20338805
0.33460444,2.1054633,0.23483244
0.34645328,1.6103622,0.18597177
0.55278796,1.6039611,0.29555014
0.29786283,2.8028738,0.27829066
0.83227915,0.98147374,0.2722867
0.42846516,1.8183692,0.2597026
0.69992787,1.0479045,0.24448586
0.31885487,1.4418647,0.15324853
0.8442003,0.4200851,0.118211985
0.5796607,1.4950764,0.28887904
0.26334602,0.80360925,0.07054244
0.6136161,1.4385629,0.2942418
0.67625946,1.2702627,0.28634238
0.2558075,0.739342,0.06304307
0.26822573,1.6284939,0.14560133
0.26792365,2.5231156,0.22533411
0.559217,0.9003879,0.1678374
0.5681386,1.2444124,0.23566625
0.1640005,2.7073152,0.14800034
0.4591239,1.8717055,0.28644827
0.6675073,0.66552335,0.14808056
0.29745662,2.7570634,0.27336892
0.6699674,1.1747415,0.26234618
0.27550817,0.8167063,0.07500308
0.54707074,1.5896428,0.28988233
0.7431162,0.8534794,0.21141145
0.7866161,1.03245,0.2707139
0.47035047,1.4535629,0.22789466
0.15699857,2.1273527,0.11133045
0.27875045,1.8244629,0.16952327
0.33316022,1.1859905,0.13170828
0.53693604,0.93263406,0.16692162
0.38572875,1.4509107,0.18655264
0.84719485,0.85122806,0.24038534
0.27475032,1.7958283,0.16446814
0.25078577,2.6135287,0.2184786
0.2904779,1.6465814,0.15943184
0.14371419,2.6999295,0.1293394
0.21898897,2.633345,0.1922245
0.24492592,1.7483207,0.14273635
0.34163082,2.3952646,0.2727654
0.27803564,2.7670035,0.25644186
0.12474075,2.113901,0.08789653
0.57664335,1.4167607,0.27232188
0.29481325,0.512834,0.050396755
0.3142914,1.9019945,0.19926016
0.6361227,0.56614584,0.12004607
0.5140994,1.1026716,0.18896095
0.21154654,2.4392076,0.17200197
0.4042116,1.1598315,0.15627246
0.57672334,1.3238606,0.25450042
0.25386682,1.2493883,0.105726086
0.36103708,1.3167621,0.15846664
0.21140866,2.6495888,0.18671533
0.15347986,2.0806012,0.10644345
0.30648404,2.5537038,0.26088983
0.5032927,1.6880918,0.2832014
0.39974403,2.0349402,0.27115175
0.5919345,0.89846724,0.17727791
0.73429537,0.75643724,0.18514945
0.21176572,2.9952884,0.21143314
0.26742437,2.7520282,0.2453198
0.26176426,2.028476,0.17699417
0.32977167,1.4810822,0.16280632
0.29122323,2.588284,0.25125617
0.39718357,2.0477889,0.27111602
0.27112526,2.7722018,0.250538
0.52596474,1.0901017,0.19111836
0.3942926,1.5773523,0.20731276
0.1848168,2.340239,0.14417183
0.62920314,0.9711943,0.20369284
0.7732188,0.52078927,0.13422802
0.492167,1.7342134,0.2845075
0.48634988,0.7674932,0.12442341
0.34651926,1.6347765,0.18882717
0.55269045,1.3176553,0.24275184
0.69363177,0.76062655,0.17586492
0.82668906,0.58786315,0.16199334
0.41668722,1.7850437,0.24793497
0.76145184,0.8360082,0.21219333
0.2273368,2.060935,0.15617546
0.74350315,0.6857081,0.16994205
0.6831127,0.4211069,0.095887825
0.24887554,1.8177657,0.15079914
0.35926142,2.10514,0.25209856
0.7797905,1.0049574,0.26121876
0.67732996,1.1690488,0.2639439
0.39408275,0.5521852,0.07253555
0.30664766,1.1837926,0.121002406
0.28123894,2.6385422,0.2473536
0.62332886,0.8261597,0.1716564
0.87924993,0.7881822,0.23100305
0.39595902,1.717756,0.22672033
0.34050888,1.6996609,0.19291654
0.31156576,1.5726342,0.16332634
0.41388097,1.1337597,0.15641387
0.3318973,2.5399961,0.28100595
0.37287804,1.5383009,0.19119954
0.15452287,2.0079665,0.10342558
0.22981067,2.6659746,0.20422314
0.55934143,1.4392507,0.2683442
0.68872446,1.243877,0.28556284
0.31995115,1.6967965,0.180964
0.26824313,1.714894,0.15333618
0.51631695,1.3762392,0.23685856
0.54517883,1.0429957,0.18953972
0.48674998,0.37570074,0.060957443
0.8829881,0.93231446,0.27440754
0.4121767,1.3285806,0.18253665
0.6872094,0.9119651,0.20890366
0.3132741,1.1479652,0.119875915
0.222268,2.7738886,0.20551555
0.11831182,1.5409713,0.060771707
0.38812816,0.6929932,0.089656726
0.16403183,2.732486,0.1494049
0.27852917,2.8452752,0.26416406
0.16057898,1.755155,0.09394699
0.62611127,1.1240362,0.23459058
0.69946504,0.8147562,0.18996449
0.6579691,0.930822,0.2041507
0.10127094,2.181094,0.07362714
0.5024019,0.5272944,0.08830457
0.80113786,0.9568013,0.2555099
0.5463386,0.8869432,0.16152377
0.7271965,0.9267399,0.22464067
0.10667335,2.5497105,0.090662055
0.24841991,2.6398196,0.21859458
0.10449374,2.201779,0.076690696
0.25911814,2.410908,0.20823665
0.8693629,0.83309007,0.2414192
0.2651997,2.0476518,0.18101221
0.25714654,1.4636966,0.1254615
0.6640228,0.9481724,0.20986935
0.41387233,1.1216415,0.15473878
0.3243922,1.6370747,0.17701809
0.69155544,0.61888903,0.14266536
0.6738459,1.2960073,0.29110307
0.82950103,0.63280225,0.17497005
0.3161907,2.726033,0.2873154
0.7696909,0.99886173,0.25627157
0.83143944,0.6041519,0.16743857
0.16787566,2.4135308,0.1350577
0.29314294,0.7981534,0.07799101
0.3041206,1.9404564,0.19671091
0.70492,0.81866354,0.1923641
0.27602935,2.4123237,0.22195739
0.4597955,1.839491,0.2819299
0.23386501,2.769667,0.21590939
0.6805586,1.2573909,0.2852427
0.40912315,1.2925173,0.17626625
0.13564932,2.0479608,0.09260149
0.8356831,0.54971504,0.15312919
0.14551383,2.8535755,0.13841157
0.32966307,2.3595548,0.25928602
0.70275855,1.0214112,0.23926848
0.2376866,1.1358315,0.08999064
0.38825735,2.0008562,0.25894904
0.10495769,2.508182,0.087751
0.34583986,2.2090364,0.2546576
0.26987016,2.8613634,0.25739884
0.53004855,1.5707432,0.2775234
0.5057912,1.421754,0.23970354
0.24601352,1.0614451,0.087043285
0.68976736,0.69204044,0.15911563
0.5325398,1.3354374,0.23705785
0.28093347,2.7521803,0.2577265
0.24242043,0.88113534,0.07120174
0.7635673,0.9938732,0.25296304
0.2549229,2.1288166,0.1808947
0.3286754,2.456564,0.26913738
0.30454212,2.5328004,0.2571148
0.79437935,0.9519428,0.2520679
0.11058862,2.509375,0.09250277
0.28904918,0.97420734,0.09386461
0.3699456,2.3665774,0.29183495
0.2970282,2.924119,0.2895153
0.5344322,1.2033831,0.21437556
0.48665822,0.39883873,0.06469938
0.25474033,1.3829416,0.11743032
0.42742807,1.5924221,0.22688198
0.25808093,2.8841603,0.2481156
0.3284271,2.675795,0.29293454
0.42669567,0.4920366,0.069983296
0.8018306,0.8023091,0.21443866
0.31227127,2.7933214,0.290758
0.41012177,0.5065608,0.06925054
0.6127689,0.9748289,0.19911495
0.78866565,0.72427213,0.19040285
0.61565757,0.8988268,0.18445651
0.4007676,1.0123197,0.13523497
0.82683814,0.44282675,0.12204868
0.5736484,0.3306813,0.0632316
0.40306553,1.596986,0.21456335
0.50923705,0.96344346,0.16354038
0.13562557,1.5426497,0.06974092
0.3293071,2.6669865,0.29275253
0.6331243,0.81030124,0.17100714
0.44856673,1.5292169,0.22865196
0.32919255,1.5524541,0.1703521
0.13075362,2.2468846,0.09792943
0.15526974,1.5364503,0.07952142
0.2398797,2.5029101,0.20013243
0.5853535,1.1278127,0.22005637
0.37075707,1.7481983,0.2160523
0.22163261,0.84949636,0.0627587
0.58092105,1.2275331,0.23769993
0.33841455,2.6281292,0.29646572
0.26923004,2.8635278,0.25698256
0.4958987,1.1327134,0.18723704
0.5527455,1.4369602,0.26475778
0.5708721,1.2107575,0.23039591
0.2721112,1.7620271,0.15982245
0.51144046,1.1866606,0.20230208
0.8522191,0.6495027,0.1845062
0.20185333,2.9051576,0.19547191
0.1663842,2.615435,0.14505568
0.46130744,1.3459797,0.20697014
0.23219714,1.8382386,0.14227791
0.16523403,2.67112,0.14711997
0.13689066,1.253178,0.057182793
0.43399206,1.3545598,0.19595607
0.50700176,1.3782822,0.23293048
0.1496365,2.9085894,0.14507705
0.2573135,1.6420635,0.1408417
0.79087096,0.9517711,0.25090936
0.36820105,2.358016,0.28940797
0.48101836,0.7086973,0.11363214
0.15981942,1.9676269,0.10482167
0.7872757,0.4687081,0.12300083
0.43316606,1.6103717,0.23251946
0.6521338,0.4184042,0.09095184
0.26444122,2.274259,0.20046927
0.61246943,1.2803396,0.2613896
0.48896468,0.713836,0.116346866
0.32867786,1.3974588,0.1531046
0.18609397,1.4687854,0.0911107
0.2819814,2.8919778,0.271828
0.27387923,2.3180614,0.21162295
0.49369094,1.6610041,0.27334088
0.34235102,1.6349686,0.18657772
0.24654841,2.322465,0.1908667
0.42854008,1.8973565,0.27103108
0.40410215,1.5656967,0.21090047
0.67171264,1.1073923,0.24794981
0.65483016,1.1457963,0.25010067
0.31909472,2.7231488,0.28964746
0.6505974,1.3749286,0.29817498
0.3420034,1.8085082,0.20617199
0.32368597,1.1454386,0.12358747
0.4248835,1.5881556,0.22492705
0.25308368,2.748227,0.23184378
0.38723385,2.134529,0.27552065
0.48615587,1.1538556,0.18698455
0.15271074,2.688909,0.1368751
0.3077363,1.766452,0.18120047
0.5321962,1.4329841,0.25420958
0.6967141,1.1991388,0.27848563
0.4226506,1.4930543,0.21034677
0.5159051,0.71287507,0.12259195
0.43390667,2.0702083,0.29942572
0.57003295,0.30246368,0.057471424
0.44690368,0.74079794,0.1103551
0.35047927,1.8629842,0.21764578
0.6496089,1.1840823,0.2563968
0.16612719,2.7031639,0.14968967
0.44626433,1.1208429,0.16673075
0.2962886,2.79873,0.27641058
